State,County,Life Expectancy,Population,% Rural,Premature Deaths,% Smoking,% Obesity,% Physical Inactivy,% Excessive Drinking,% Uninsured,PCP Number,PCP Rate,MHP Number,MHP Rate,Preventable Hospital Rate,% Mammogram,% Flu Vaccine,% Unemployed,Median Household Income
California,Los Angeles,82.400883247,10039107,59424,84748.0,13,22,17,18,10.0,7412.0,73.0,36404.0,363.0,4053.0,33.0,39.0,"4,4",72721
California,Madera,79.735778657,157327,49672,1650.0,17,37,30,19,11.0,71.0,45.0,257.0,163.0,3386.0,36.0,37.0,"6,9",61105
California,Marin,85.448621203,258826,16457,1844.0,10,18,13,23,5.0,376.0,145.0,2023.0,782.0,2101.0,43.0,50.0,"2,3",112069
California,Mariposa,80.531207983,17203,18251,275.0,16,16,18,22,8.0,5.0,29.0,50.0,291.0,2908.0,38.0,30.0,"4,6",52760
California,Mendocino,79.480270644,86749,39731,1253.0,17,30,16,22,10.0,77.0,88.0,582.0,671.0,2805.0,34.0,30.0,"4,0",52309
California,Merced,79.233409832,277680,36510,2647.0,16,33,27,17,9.0,124.0,45.0,524.0,189.0,5004.0,37.0,43.0,"8,1",59733
California,Modoc,77.935599479,8841,6776,153.0,19,26,24,21,9.0,6.0,68.0,30.0,339.0,3327.0,34.0,18.0,"7,1",45311
California,Mono,101.59824551,14444,6509,112.0,14,29,14,23,10.0,10.0,70.0,29.0,201.0,2297.0,40.0,43.0,"3,7",66226
California,Monterey,82.667117922,434061,40742,3352.0,14,25,19,19,12.0,274.0,63.0,1661.0,383.0,3162.0,37.0,45.0,"6,2",76509
California,Napa,81.979674825,137744,18290,1246.0,12,24,18,23,8.0,132.0,95.0,795.0,577.0,2795.0,42.0,44.0,"2,8",90230
California,Nevada,81.330932135,99755,41614,1254.0,14,18,14,25,7.0,70.0,70.0,856.0,858.0,2285.0,42.0,47.0,"3,3",69550
California,Orange,83.209969981,3175692,4315,22772.0,11,20,15,19,8.0,3147.0,99.0,9227.0,291.0,2832.0,40.0,48.0,"2,8",95761
California,Placer,82.402992492,398329,48039,3397.0,12,20,14,24,5.0,483.0,123.0,1252.0,314.0,1991.0,46.0,49.0,"3,1",97688
California,Plumas,78.724562253,18807,14810,332.0,16,24,23,24,7.0,15.0,80.0,56.0,298.0,3911.0,38.0,24.0,"7,7",59376
California,Riverside,80.907567459,2470546,101212,23382.0,14,28,20,18,9.0,1054.0,43.0,5364.0,217.0,3564.0,34.0,39.0,"4,2",72905
California,Sacramento,79.584644971,1552058,29257,16573.0,14,30,20,20,6.0,1338.0,87.0,5989.0,386.0,3603.0,37.0,44.0,"3,7",71891
California,San Benito,81.886482553,62808,13267,506.0,13,36,26,20,8.0,18.0,29.0,71.0,113.0,3349.0,39.0,49.0,"5,0",84209
California,San Bernardino,78.804411575,2180085,96357,23268.0,15,31,22,19,9.0,1278.0,59.0,5290.0,243.0,4170.0,30.0,32.0,"3,8",67398
California,San Diego,82.235591206,3338330,102054,26556.0,13,20,15,21,9.0,2691.0,80.0,13332.0,399.0,2974.0,35.0,42.0,"3,2",83576
California,San Francisco,84.03327711,881549,0,6937.0,11,17,15,25,5.0,1405.0,159.0,8135.0,923.0,2921.0,33.0,40.0,"2,2",121795
California,San Joaquin,78.564748267,762148,58065,8496.0,15,36,26,18,8.0,450.0,60.0,1887.0,248.0,3599.0,35.0,44.0,"5,9",68458
California,San Luis Obispo,81.676734505,283111,44750,2734.0,14,29,16,24,7.0,233.0,82.0,1787.0,631.0,2170.0,44.0,50.0,"2,9",76599
California,San Mateo,85.03818121,766573,13586,4805.0,10,23,16,21,5.0,805.0,105.0,3002.0,392.0,1880.0,43.0,49.0,"2,0",135234
California,Santa Barbara,81.999621756,446499,21269,3648.0,13,24,14,20,11.0,335.0,75.0,2462.0,551.0,1991.0,44.0,48.0,"3,7",74530
California,Santa Clara,84.932047668,1927852,19307,11533.0,10,20,16,17,5.0,2015.0,104.0,7043.0,365.0,2829.0,39.0,51.0,"2,5",132444
California,Santa Cruz,82.882735003,273213,31589,2285.0,13,19,11,22,7.0,278.0,101.0,2197.0,804.0,2490.0,44.0,51.0,"4,7",85770
California,Shasta,76.21531109,180080,51902,3063.0,17,27,17,21,7.0,135.0,75.0,697.0,387.0,2890.0,38.0,42.0,"4,7",61464
California,Sierra,81.534648944,3005,3231,1387.7775761973876,16,19,26,23,7.0,1.0,33.0,5.0,166.0,2310.0,35.0,21.0,"5,4",55862
California,Siskiyou,76.460847574,43539,29556,825.0,18,35,25,23,8.0,31.0,71.0,194.0,446.0,2659.0,39.0,32.0,"6,5",45954
California,Solano,80.169552756,447643,15370,4833.0,14,29,22,20,6.0,377.0,84.0,1726.0,386.0,3339.0,33.0,39.0,"3,7",85704
California,Sonoma,82.16395457,494336,59776,4848.0,13,24,16,24,8.0,518.0,104.0,2397.0,485.0,2599.0,41.0,47.0,"2,7",87084
California,Stanislaus,78.243287632,550660,41057,6310.0,16,32,23,19,7.0,356.0,65.0,1202.0,218.0,4480.0,36.0,44.0,"6,0",62761
California,Sutter,78.934309319,96971,14019,1103.0,16,30,30,20,9.0,76.0,79.0,341.0,352.0,3919.0,38.0,52.0,"7,3",60910
California,Tehama,76.474050565,65084,32676,1049.0,18,35,28,20,8.0,30.0,47.0,112.0,172.0,3837.0,39.0,35.0,"5,5",51672
California,Trinity,75.42702696,12285,13786,263.0,19,29,22,21,9.0,3.0,24.0,53.0,431.0,2132.0,38.0,39.0,"5,5",43881
California,Tulare,78.668016976,466195,68449,4687.0,18,37,26,17,9.0,198.0,43.0,1316.0,282.0,3923.0,34.0,43.0,"9,6",56776
California,Tuolumne,78.674723149,54478,27110,855.0,16,30,22,24,6.0,43.0,79.0,113.0,207.0,2220.0,42.0,45.0,"4,5",64729
California,Ventura,82.528663168,846006,25725,6717.0,12,20,18,19,9.0,665.0,78.0,3354.0,396.0,3067.0,38.0,48.0,"3,6",91446
California,Yolo,81.69288804,220500,13918,1633.0,14,24,15,20,7.0,268.0,122.0,813.0,369.0,2454.0,37.0,50.0,"4,1",70951
California,Yuba,75.698598012,78668,18921,1147.0,17,29,32,21,8.0,18.0,23.0,177.0,225.0,5032.0,32.0,42.0,"6,1",56607
Colorado,Adams,79.40075481,517421,15988,4711.0,18,29,19,20,11.0,236.0,46.0,1803.0,348.0,2997.0,35.0,47.0,"2,9",75341
Colorado,Alamosa,75.996287778,16233,5694,203.0,19,31,21,18,14.0,13.0,78.0,236.0,1454.0,3275.0,31.0,43.0,"3,6",38213
Colorado,Arapahoe,81.300882915,656590,9011,5310.0,15,23,16,19,9.0,525.0,81.0,2471.0,376.0,2913.0,45.0,53.0,"2,7",82364
Colorado,Archuleta,82.326431576,14029,7175,164.0,15,24,12,20,13.0,11.0,80.0,22.0,157.0,1967.0,40.0,34.0,"3,2",57604
Colorado,Baca,79.226182326,3581,3788,1387.7775761973876,22,31,28,20,15.0,3.0,84.0,1.0,28.0,7826.0,32.0,26.0,"1,7",38945
Colorado,Boulder,82.846675967,326196,26255,2282.0,13,14,9,21,7.0,393.0,121.0,2410.0,739.0,2452.0,45.0,55.0,"2,4",88341
Colorado,Broomfield,82.761108461,70465,326,463.0,12,20,12,21,5.0,68.0,98.0,117.0,166.0,1889.0,50.0,58.0,"2,4",106892
Colorado,Chaffee,82.683446324,20356,6663,209.0,17,16,16,21,11.0,18.0,90.0,41.0,201.0,2117.0,38.0,46.0,"2,4",60331
Colorado,Cheyenne,78.817689002,1831,1836,1387.7775761973876,19,24,25,21,13.0,0.0,0.0,309.07331166486097,172.59552184904297,3076.0,18.0,38.0,"1,6",52337
Colorado,Clear Creek,82.723899052,9700,9088,107.0,14,21,14,23,7.0,1.0,10.0,4.0,41.0,1411.0,34.0,51.0,"2,5",79900
Colorado,Conejos,76.000504025,8205,8256,128.0,19,27,23,17,11.0,4.0,49.0,2.0,24.0,3536.0,23.0,32.0,"3,6",40944
Colorado,Custer,77.798901897,5068,4255,1387.7775761973876,17,21,20,21,12.0,3.0,61.0,3.0,59.0,270.0,33.0,42.0,"3,0",57381
Colorado,Delta,77.708289472,31162,19553,494.0,22,24,18,22,11.0,21.0,68.0,51.0,164.0,2520.0,39.0,43.0,"3,3",51525
Colorado,Denver,79.946448018,727211,0,6786.0,15,17,13,25,10.0,993.0,139.0,4297.0,591.0,2777.0,42.0,50.0,"2,7",75456
Colorado,Dolores,73.231430321,2055,2064,1387.7775761973876,20,22,17,21,11.0,1.0,48.0,1.0,49.0,2769.0,35.0,33.0,"3,0",50232
Colorado,Douglas,84.016555452,351154,29367,1800.0,11,20,9,21,4.0,245.0,71.0,455.0,130.0,2268.0,48.0,55.0,"2,4",123697
Colorado,Eagle,89.398570626,55127,10431,279.0,13,16,12,23,13.0,41.0,75.0,106.0,192.0,2040.0,46.0,54.0,"2,2",89268
Colorado,Elbert,81.817454641,26729,23086,223.0,15,25,17,22,7.0,4.0,15.0,28.0,105.0,2473.0,38.0,41.0,"2,2",101733
Colorado,El Paso,78.860842088,720403,55595,7626.0,15,23,16,17,9.0,433.0,61.0,2470.0,343.0,2382.0,35.0,45.0,"3,3",72675
Colorado,Fremont,77.530632517,47839,12371,781.0,21,30,21,20,8.0,24.0,50.0,162.0,339.0,2635.0,37.0,40.0,"4,6",52239
Colorado,Garfield,80.695395919,60061,13592,529.0,17,25,17,20,14.0,50.0,84.0,142.0,236.0,2256.0,38.0,46.0,"2,7",73788
Colorado,Gilpin,83.800656297,6243,5441,1387.7775761973876,14,22,15,24,4.0,1.0,16.0,4.0,64.0,374.0,32.0,47.0,"2,3",74806
Colorado,Grand,84.900822517,15734,12260,143.0,17,18,14,23,10.0,10.0,64.0,28.0,178.0,2203.0,38.0,41.0,"2,1",71029
Colorado,Gunnison,83.573139143,17462,8981,127.0,15,14,12,23,11.0,15.0,87.0,41.0,235.0,2444.0,42.0,46.0,"2,1",60408
Colorado,Huerfano,76.81782631,6897,3768,134.0,18,26,23,19,8.0,6.0,87.0,12.0,174.0,1517.0,37.0,26.0,"5,7",39955
Colorado,Jefferson,80.818513179,582881,36864,5590.0,15,21,13,23,7.0,488.0,84.0,1900.0,326.0,2063.0,44.0,52.0,"2,5",89696
Colorado,Kit Carson,79.438407664,7097,4027,80.0,19,32,22,20,14.0,4.0,56.0,8.0,113.0,4517.0,23.0,37.0,"1,7",42951
Colorado,Lake,85.498998875,8127,2271,63.0,18,27,16,20,14.0,4.0,51.0,5.0,62.0,557.0,34.0,49.0,"2,3",56850
Colorado,La Plata,82.426856508,56221,30774,485.0,16,18,14,24,10.0,67.0,119.0,226.0,402.0,1895.0,39.0,49.0,"2,5",77829
Colorado,Larimer,81.821403015,356899,34938,2855.0,15,21,12,23,7.0,300.0,86.0,1309.0,367.0,2257.0,46.0,56.0,"2,4",75332
Colorado,Las Animas,75.844737355,14506,6326,285.0,19,32,27,19,13.0,8.0,55.0,23.0,159.0,4682.0,36.0,27.0,"3,9",43452
Colorado,Lincoln,79.542540205,5701,5467,72.0,21,30,25,21,10.0,2.0,36.0,12.0,210.0,4103.0,28.0,49.0,"2,3",43077
Colorado,Logan,79.749074585,22409,6621,256.0,19,36,22,20,10.0,16.0,74.0,74.0,330.0,2872.0,41.0,42.0,"2,4",58429
Colorado,Mesa,78.913089537,154210,18599,1992.0,19,26,15,20,10.0,172.0,112.0,514.0,333.0,2721.0,37.0,50.0,"3,4",60249
Colorado,Moffat,79.536245325,13283,3774,160.0,20,20,21,21,10.0,3.0,23.0,25.0,188.0,3742.0,33.0,38.0,"3,4",63232
Colorado,Montezuma,78.238823611,26183,17155,385.0,20,28,20,21,13.0,25.0,96.0,42.0,160.0,1712.0,30.0,39.0,"4,2",52641
Colorado,Montrose,80.257412727,42758,18570,525.0,19,20,19,20,12.0,34.0,81.0,114.0,267.0,2178.0,38.0,48.0,"3,1",50707
Colorado,Morgan,77.767894732,29068,9165,356.0,20,35,22,20,13.0,20.0,70.0,60.0,206.0,2553.0,38.0,41.0,"2,6",57535
Colorado,Otero,73.991436136,18278,6479,337.0,21,35,24,18,11.0,10.0,54.0,77.0,421.0,4554.0,34.0,42.0,"4,1",43723
Colorado,Ouray,86.079232725,4952,4436,1387.7775761973876,14,21,17,22,9.0,6.0,124.0,8.0,162.0,1011.0,38.0,49.0,"2,9",72836
Colorado,Park,85.554473303,18845,16206,206.0,16,19,17,22,9.0,4.0,22.0,16.0,85.0,1872.0,35.0,43.0,"2,5",77221
Colorado,Phillips,80.024646238,4265,4442,1387.7775761973876,18,31,23,21,14.0,5.0,117.0,4.0,94.0,4598.0,37.0,37.0,"1,6",53432
Colorado,Pitkin,94.404621335,17767,7580,98.0,12,15,12,24,12.0,13.0,72.0,67.0,377.0,455.0,45.0,56.0,"3,1",92820
Colorado,Prowers,77.717630363,12172,4755,178.0,19,36,21,18,14.0,4.0,33.0,24.0,197.0,4329.0,26.0,32.0,"2,6",47051
Colorado,Pueblo,76.255205571,168424,22513,2756.0,20,31,23,18,9.0,114.0,68.0,876.0,520.0,3479.0,41.0,52.0,"4,1",51075
Colorado,Rio Blanco,80.386533754,6324,6666,67.0,19,23,18,21,8.0,10.0,158.0,16.0,253.0,5300.0,36.0,25.0,"3,7",65960
Colorado,Rio Grande,76.498886008,11267,7493,172.0,18,29,23,18,14.0,12.0,107.0,3.0,27.0,4728.0,30.0,28.0,"4,1",48496
Colorado,Routt,84.116751538,25638,10621,191.0,14,16,10,24,9.0,30.0,117.0,81.0,316.0,1470.0,45.0,56.0,"2,2",87691
Colorado,Saguache,80.490519164,6824,6108,97.0,20,27,26,18,17.0,1.0,15.0,6.0,88.0,3274.0,22.0,32.0,"4,0",37004
Colorado,San Miguel,102.96308073,8179,7359,1387.7775761973876,13,16,16,22,12.0,7.0,85.0,23.0,281.0,862.0,43.0,39.0,"2,8",77209
Colorado,Sedgwick,79.430298331,2248,2379,1387.7775761973876,20,25,27,20,12.0,1.0,43.0,309.07331166486097,172.59552184904297,5945.0,22.0,16.0,"2,0",42808
Colorado,Summit,98.9172216,31011,5464,158.0,14,15,10,24,12.0,20.0,65.0,98.0,316.0,1149.0,45.0,58.0,"1,8",86570
Colorado,Teller,81.807342462,25388,14618,307.0,17,23,15,22,8.0,13.0,52.0,45.0,177.0,2910.0,33.0,40.0,"3,1",70599
Colorado,Washington,80.028821306,4908,4814,59.0,20,30,29,22,9.0,2.0,41.0,2.0,41.0,3640.0,38.0,19.0,"2,0",53263
Colorado,Weld,80.600580424,324492,51728,2808.0,17,29,19,19,9.0,178.0,57.0,827.0,255.0,3042.0,45.0,52.0,"2,5",78160
Colorado,Yuma,79.942314486,10019,6519,108.0,19,31,21,20,15.0,5.0,50.0,10.0,100.0,3914.0,39.0,28.0,"1,6",52841
Connecticut,Fairfield,82.983087725,943332,42028,7077.0,12,21,17,22,8.0,879.0,93.0,2990.0,317.0,3819.0,48.0,55.0,"3,6",96966
Connecticut,Hartford,80.243938544,891720,48354,9336.0,14,27,21,19,5.0,866.0,97.0,4770.0,535.0,4201.0,48.0,56.0,"3,9",75336
Connecticut,Litchfield,79.967363406,180333,78722,2174.0,15,27,19,21,5.0,105.0,58.0,488.0,271.0,3560.0,45.0,56.0,"3,5",81015
Connecticut,Middlesex,81.193958457,162436,40657,1804.0,13,27,18,23,4.0,116.0,71.0,716.0,441.0,4119.0,46.0,59.0,"3,2",81721
Connecticut,New Haven,80.082737246,854757,31394,9341.0,16,29,22,20,6.0,751.0,88.0,3916.0,458.0,4125.0,43.0,56.0,"3,9",69687
Connecticut,New London,79.725407256,265206,70729,3200.0,16,30,21,22,5.0,173.0,65.0,1064.0,401.0,4030.0,45.0,54.0,"3,6",75226
Connecticut,Tolland,81.499739947,150721,58340,1303.0,14,26,18,20,4.0,77.0,51.0,369.0,245.0,4285.0,45.0,59.0,"3,3",90181
Connecticut,Windham,78.537280446,116782,58931,1489.0,16,31,24,19,5.0,52.0,44.0,413.0,354.0,5087.0,46.0,55.0,"4,0",63309
Delaware,Kent,77.815009632,180786,43774,2422.0,20,38,31,20,7.0,84.0,47.0,335.0,185.0,6129.0,49.0,54.0,"4,2",58804
Delaware,New Castle,78.408300986,558753,24783,6976.0,18,30,25,19,6.0,499.0,89.0,1949.0,349.0,4896.0,46.0,56.0,"3,7",76076
Delaware,Sussex,78.726427231,234225,81428,3459.0,19,33,31,20,9.0,142.0,62.0,463.0,198.0,4212.0,52.0,57.0,"3,8",64839
District of Columbia,District of Columbia,79.019570622,705749,0,8280.0,15,24,17,23,4.0,826.0,118.0,3631.0,514.0,5032.0,34.0,41.0,"5,5",90395
Florida,Alachua,79.189781662,269043,52419,2849.0,18,27,23,21,12.0,422.0,156.0,1735.0,645.0,4792.0,46.0,51.0,"2,9",49880
Florida,Baker,75.528055942,29210,16131,482.0,25,38,34,18,11.0,8.0,28.0,30.0,103.0,6604.0,38.0,43.0,"3,1",60454
Florida,Bay,76.396747378,174705,20262,3094.0,22,30,31,19,15.0,104.0,56.0,469.0,268.0,5119.0,31.0,36.0,"3,9",58376
Florida,Bradford,75.266689838,28201,21541,511.0,27,37,35,18,14.0,7.0,25.0,27.0,96.0,7334.0,46.0,36.0,"3,1",47509
Florida,Brevard,77.77289896,601942,27573,9769.0,20,29,27,21,13.0,435.0,73.0,974.0,162.0,4541.0,43.0,41.0,"3,2",57582
Florida,Broward,81.459028228,1952778,296,19888.0,17,25,24,19,17.0,1418.0,73.0,3644.0,187.0,4806.0,37.0,39.0,"3,0",61429
Florida,Calhoun,75.349967694,14105,9874,282.0,26,37,41,18,15.0,6.0,41.0,3.0,21.0,6215.0,32.0,20.0,"4,1",41399
Florida,Charlotte,81.070917163,188910,14213,3076.0,21,28,26,20,16.0,111.0,60.0,213.0,113.0,4427.0,51.0,53.0,"3,7",54756
Florida,Citrus,75.73123384,149657,48753,3284.0,23,29,36,21,15.0,75.0,51.0,99.0,66.0,4449.0,45.0,47.0,"4,8",49762
Florida,Clay,77.835480353,219252,28570,2816.0,20,33,30,22,12.0,113.0,52.0,217.0,99.0,4164.0,39.0,41.0,"3,0",75776
Florida,Collier,86.116097642,384902,27284,3417.0,16,22,23,22,23.0,290.0,77.0,394.0,102.0,3172.0,52.0,55.0,"3,1",76415
Florida,Columbia,75.222868851,71686,41908,1341.0,25,37,37,19,13.0,33.0,47.0,163.0,227.0,6708.0,43.0,42.0,"3,2",47087
Florida,DeSoto,80.512534482,38001,16121,556.0,26,31,36,20,25.0,11.0,29.0,52.0,137.0,5695.0,47.0,41.0,"3,5",41673
Florida,Dixie,75.355720199,16826,12649,385.0,31,33,43,19,16.0,2.0,12.0,3.0,18.0,5372.0,34.0,33.0,"3,8",39793
Florida,Duval,76.059159691,957755,25163,14133.0,19,32,27,18,14.0,809.0,85.0,2008.0,210.0,5311.0,42.0,45.0,"3,3",58339
Florida,Escambia,75.301890004,318316,24709,5317.0,20,29,29,20,13.0,227.0,72.0,640.0,201.0,4725.0,38.0,39.0,"3,2",52822
Florida,Flagler,79.449242083,115081,9877,1730.0,20,27,26,21,15.0,62.0,55.0,72.0,63.0,4083.0,51.0,47.0,"3,8",62831
Florida,Franklin,77.330763318,12125,7858,197.0,26,34,31,24,17.0,3.0,26.0,10.0,82.0,4055.0,35.0,32.0,"3,5",47504
Florida,Gadsden,76.582377865,45660,30329,822.0,23,44,35,17,15.0,9.0,20.0,60.0,131.0,5390.0,39.0,34.0,"4,1",42975
Florida,Gilchrist,76.910650085,18582,14215,302.0,26,38,35,19,16.0,7.0,38.0,17.0,91.0,7198.0,39.0,37.0,"3,4",46171
Florida,Gulf,75.916310138,13639,12228,300.0,24,33,32,21,13.0,6.0,37.0,16.0,117.0,5441.0,32.0,36.0,"4,8",53228
Florida,Hamilton,76.192885659,14428,9395,263.0,28,40,37,19,15.0,1.0,7.0,1.0,7.0,6469.0,42.0,38.0,"4,1",39241
Florida,Hardee,79.671639033,26937,13258,347.0,24,40,36,16,19.0,3.0,11.0,5.0,19.0,6051.0,39.0,38.0,"5,0",41430
Florida,Hendry,78.502879559,42022,14831,529.0,24,35,35,18,27.0,10.0,24.0,18.0,43.0,4831.0,35.0,33.0,"5,8",45107
Florida,Hernando,77.210438637,193920,33476,3347.0,23,32,31,19,16.0,99.0,52.0,159.0,82.0,4897.0,43.0,43.0,"4,2",50705
Florida,Highlands,78.342496561,106221,20810,1892.0,22,30,34,19,19.0,61.0,58.0,76.0,72.0,5297.0,41.0,42.0,"4,5",45723
Florida,Hillsborough,79.571852191,1471968,43181,15674.0,18,26,23,19,15.0,1191.0,83.0,2692.0,183.0,5255.0,38.0,44.0,"3,1",61133
Florida,Holmes,73.999077954,19617,15697,463.0,29,36,37,18,17.0,7.0,36.0,16.0,82.0,4507.0,33.0,37.0,"3,5",38874
Florida,Indian River,81.155103125,159923,6857,2157.0,21,27,26,22,18.0,94.0,60.0,214.0,134.0,3405.0,49.0,52.0,"3,8",61173
Florida,Jackson,74.368308716,46414,37490,978.0,26,37,37,19,15.0,19.0,39.0,63.0,136.0,6960.0,39.0,34.0,"3,6",40543
Florida,Jefferson,77.637488128,14246,14761,250.0,22,35,26,21,14.0,3.0,21.0,5.0,35.0,5378.0,37.0,31.0,"3,3",47192
Florida,Lafayette,77.145201715,8422,8870,136.0,27,34,33,18,19.0,1.0,11.0,1.0,12.0,7457.0,41.0,31.0,"3,0",45480
Florida,Lake,78.848784584,367118,57194,5252.0,19,31,28,19,15.0,240.0,67.0,330.0,90.0,4278.0,53.0,53.0,"3,2",57660
Florida,Lee,82.503834196,770577,36013,9255.0,19,25,25,23,19.0,494.0,65.0,879.0,114.0,3678.0,52.0,53.0,"3,1",62364
Florida,Leon,79.437326896,293582,33911,2934.0,19,31,22,20,12.0,248.0,85.0,676.0,230.0,4973.0,41.0,42.0,"3,1",55081
Florida,Levy,75.459669996,41503,37557,843.0,25,33,37,17,18.0,7.0,17.0,13.0,31.0,5317.0,38.0,39.0,"3,7",41405
Florida,Madison,75.555603522,18493,15381,330.0,27,36,33,17,15.0,2.0,11.0,11.0,59.0,5867.0,42.0,35.0,"3,8",37919
Florida,Manatee,81.711786761,403253,18693,5234.0,19,26,25,23,17.0,218.0,55.0,430.0,107.0,3852.0,45.0,49.0,"3,1",64151
Florida,Marion,76.297627988,365579,102796,6698.0,21,33,33,17,18.0,210.0,58.0,363.0,99.0,4571.0,48.0,46.0,"3,8",49079
Florida,Martin,82.285372772,161000,12403,1948.0,19,20,23,25,16.0,103.0,64.0,319.0,198.0,3948.0,45.0,51.0,"3,1",70806
Florida,Miami-Dade,82.409921938,2716940,10095,23967.0,16,22,23,19,20.0,2222.0,80.0,4633.0,171.0,6422.0,28.0,28.0,"2,4",54991
Florida,Monroe,81.255936694,74228,6369,1152.0,17,21,23,25,20.0,56.0,75.0,178.0,240.0,3226.0,37.0,41.0,"2,1",67528
Florida,Nassau,77.640044525,88625,35298,1403.0,20,30,24,24,11.0,39.0,45.0,112.0,126.0,3917.0,49.0,53.0,"2,9",72818
Florida,Okaloosa,77.980392862,210738,21878,2687.0,20,27,29,21,13.0,158.0,76.0,346.0,164.0,4915.0,42.0,38.0,"2,7",63520
Florida,Okeechobee,76.348943975,42168,14618,774.0,26,34,37,18,22.0,18.0,43.0,23.0,55.0,9155.0,38.0,41.0,"3,5",45225
Florida,Orange,80.560967431,1393452,23402,12735.0,16,27,24,18,15.0,1223.0,89.0,3330.0,239.0,5189.0,33.0,43.0,"2,9",63133
Florida,Osceola,79.719501993,375751,21014,3818.0,17,32,29,17,15.0,147.0,40.0,575.0,153.0,6216.0,36.0,40.0,"3,3",52270
Florida,Palm Beach,82.616861852,1496770,13763,15448.0,17,22,27,22,18.0,1177.0,79.0,3276.0,219.0,3900.0,49.0,52.0,"3,3",66621
Florida,Pasco,77.821160384,553947,43990,8803.0,21,31,30,22,15.0,310.0,57.0,462.0,83.0,4599.0,42.0,46.0,"3,5",55745
Florida,Pinellas,79.189578995,974996,2603,15398.0,20,27,23,24,15.0,856.0,88.0,2033.0,209.0,4638.0,41.0,48.0,"3,0",56708
Florida,Polk,78.637975522,724777,81346,10101.0,21,37,29,18,15.0,340.0,48.0,677.0,93.0,6344.0,45.0,46.0,"3,7",51817
Florida,Putnam,73.926535401,74521,41765,1638.0,27,39,38,19,18.0,31.0,42.0,47.0,63.0,7029.0,46.0,41.0,"4,3",41986
Florida,St. Johns,81.890452261,264672,45179,2565.0,16,23,22,21,11.0,253.0,100.0,315.0,119.0,3578.0,52.0,52.0,"2,6",90839
Florida,St. Lucie,80.452765569,328297,9326,4381.0,20,31,29,19,18.0,119.0,37.0,525.0,160.0,5553.0,42.0,45.0,"3,9",57292
Florida,Santa Rosa,77.684716789,184313,31772,2379.0,21,31,29,23,12.0,105.0,59.0,128.0,69.0,4937.0,41.0,39.0,"3,0",66139
Florida,Sarasota,82.03442621,433742,16394,5631.0,18,21,23,26,17.0,315.0,74.0,764.0,176.0,3028.0,52.0,54.0,"3,1",66258
Florida,Seminole,80.663182817,471826,13348,4669.0,16,26,22,21,13.0,355.0,76.0,767.0,163.0,4926.0,34.0,47.0,"2,9",69954
Florida,Sumter,80.431010328,132420,32664,2016.0,19,29,23,23,12.0,48.0,37.0,53.0,40.0,4969.0,54.0,50.0,"4,6",63464
Florida,Suwannee,75.857165093,44417,34557,819.0,25,39,36,18,18.0,6.0,14.0,26.0,59.0,5674.0,40.0,35.0,"3,4",49453
Florida,Taylor,75.740794468,21569,15637,439.0,27,36,35,16,14.0,7.0,32.0,6.0,28.0,5814.0,37.0,33.0,"3,6",42987
Florida,Union,68.256541434,15237,10478,520.0,29,37,32,18,14.0,4.0,27.0,14.0,92.0,5918.0,42.0,42.0,"3,0",50893
Florida,Volusia,76.839455326,553284,49179,9802.0,21,32,29,23,16.0,368.0,67.0,793.0,143.0,4488.0,45.0,45.0,"3,4",53554
Florida,Wakulla,76.915856571,33739,18982,474.0,22,40,30,24,12.0,11.0,34.0,17.0,50.0,5205.0,34.0,38.0,"2,9",58640
Florida,Walton,78.876053079,74071,34746,1064.0,22,32,31,20,17.0,39.0,55.0,54.0,73.0,5281.0,38.0,41.0,"2,8",62600
Florida,Washington,72.525305883,25473,21050,561.0,29,38,35,18,16.0,6.0,24.0,6.0,24.0,6411.0,28.0,28.0,"3,4",42518
Georgia,Appling,75.09966001,18386,13028,352.0,25,34,41,16,19.0,7.0,38.0,15.0,82.0,6168.0,36.0,30.0,"3,9",43821
Georgia,Bacon,73.85865167,11164,7688,223.0,25,44,38,16,19.0,8.0,72.0,1.0,9.0,9190.0,28.0,35.0,"3,5",41807
Georgia,Baldwin,74.920124954,44890,16066,748.0,23,41,26,16,16.0,22.0,49.0,65.0,145.0,4912.0,43.0,44.0,"4,2",44429
Georgia,Banks,75.903065467,19234,17260,305.0,23,33,36,18,22.0,4.0,21.0,309.07331166486097,172.59552184904297,5233.0,39.0,47.0,"2,7",53481
Georgia,Barrow,76.357988321,83240,20853,1139.0,20,39,23,17,18.0,19.0,24.0,14.0,17.0,5786.0,39.0,49.0,"2,8",68924
Georgia,Bartow,76.678260084,107738,35283,1579.0,21,29,30,17,17.0,42.0,39.0,126.0,117.0,6120.0,38.0,51.0,"3,3",60254
Georgia,Ben Hill,73.00461051,16700,5996,362.0,24,42,41,14,16.0,8.0,48.0,6.0,36.0,7260.0,35.0,36.0,"5,5",35931
Georgia,Berrien,74.273758871,19397,14685,390.0,25,37,29,16,20.0,4.0,21.0,3.0,15.0,6529.0,43.0,40.0,"4,0",42058
Georgia,Bibb,74.168583866,153159,22415,2776.0,21,39,31,14,16.0,208.0,136.0,293.0,191.0,5607.0,48.0,44.0,"3,9",43066
Georgia,Bleckley,77.644078856,12873,6739,198.0,22,41,34,16,15.0,5.0,39.0,1.0,8.0,4394.0,36.0,46.0,"5,0",48115
